Probe	ADCADN	ATRX	AUTS18	BAFopathy	BFLS	CdLS	CHARGE	Control	Down	Dup7	EEOC	FLHS	GTPTS	HMA	HVDAS_C	HVDAS_T	ICF1	ICF2_3_4	Kabuki	KDVS	Kleefstra	MRD51	MRX93	MRX97	MRXSCJ	MRXSN	MRXSSR	RMNS	RSTS	SBBYSS	SETD1B	Sotos	TBRS	WDSTS	Williams
cg05696092	0.5731676	0.4125534	0.4160266	0.476037	0.4722518	0.4341567	0.5099371	0.4770072	0.4548765	0.4688157	0.4559616	0.4036166	0.5244958	0.6078427	0.443607	0.3956513	0.3032509	0.4424413	0.485571	0.4011264	0.467533	0.4233224	0.4614121	0.4511044	0.4922856	0.5093278	0.4496255	0.381676	0.4290643	0.4201159	0.4819347	0.3428671	0.4461641	0.4584244	0.5904104
cg03121508	0.4052401	0.345813	0.2910421	0.3217155	0.2492017	0.3272135	0.3018149	0.3267415	0.2988241	0.3310079	0.2974521	0.343586	0.2467374	0.6209394	0.2903396	0.3761909	0.2103041	0.2327202	0.3088858	0.2807685	0.3168179	0.315737	0.3466753	0.3779436	0.3190129	0.2759671	0.3358352	0.321881	0.2832655	0.3263911	0.3664962	0.2470075	0.2928469	0.2802499	0.2926546
cg27511599	0.5310282	0.3757725	0.2975921	0.3567959	0.2964486	0.3346422	0.3974746	0.4001399	0.4030338	0.3899225	0.372341	0.5857458	0.3719575	0.6814904	0.3692377	0.3497541	0.2758223	0.4287648	0.4283651	0.3928557	0.3575201	0.4345341	0.4123784	0.3579791	0.387896	0.2668727	0.387797	0.2685106	0.3391771	0.3536413	0.3169331	0.2072751	0.3214448	0.3815886	0.4885455
cg11557618	0.4743634	0.275548	0.2905576	0.3444648	0.276034	0.2739074	0.2917755	0.3090211	0.2923851	0.3003275	0.2957105	0.4077729	0.2980097	0.510205	0.2730149	0.3283959	0.2941321	0.3283483	0.3411436	0.3294805	0.2841916	0.3036798	0.3706477	0.271135	0.3478031	0.3064335	0.304266	0.370341	0.3534328	0.2723864	0.3691331	0.1704684	0.2479447	0.245829	0.3529837
cg21134096	0.3675455	0.1715301	0.190897	0.2032822	0.1041628	0.1925341	0.2166287	0.1998499	0.2273525	0.2294837	0.2101358	0.2237735	0.2167721	0.4362301	0.2250335	0.1524545	0.2046001	0.2275971	0.2409284	0.1485461	0.2027576	0.2016563	0.2025833	0.1811264	0.1156614	0.2479727	0.206445	0.117408	0.2090541	0.2758406	0.2162455	0.1013674	0.1437726	0.2173665	0.2435831
cg26248581	0.4646987	0.3057737	0.3511403	0.3520364	0.3209171	0.336703	0.32196	0.3376436	0.3175326	0.3464335	0.3230199	0.3845719	0.3423754	0.5180039	0.4062502	0.2489174	0.3442731	0.3299393	0.3458883	0.3605215	0.3413233	0.3646176	0.366047	0.3160188	0.3491499	0.3107508	0.3280078	0.289475	0.3583417	0.3310998	0.3765809	0.1679766	0.2679845	0.3448215	0.3415082
cg00907008	NA	0.6890668	0.6644086	0.6751176	0.6752434	0.6655136	0.6744554	0.6961796	0.7566026	0.8026689	0.6730515	0.8670697	0.6915438	0.886382	0.6930731	0.6664344	0.4191071	0.7109815	0.6900178	0.7831877	0.6867793	0.7073759	0.6804636	0.6948359	0.6866084	0.6254941	0.7491221	0.620725	0.678264	0.6499334	0.6319831	0.4281942	0.629839	0.6868295	0.6985257
cg02634341	0.513203	0.3620827	0.3842208	0.3756528	0.3257569	0.4038228	0.4103547	0.4060029	0.364349	0.4030402	0.414915	0.4434165	0.3706063	0.5781992	0.4563473	0.3805319	0.3694375	0.3608796	0.3683881	0.3911361	0.3634346	0.4235829	0.3560121	0.4591087	0.4848103	0.4369952	0.4372385	0.3686501	0.4587131	0.4389454	0.514034	0.2522021	0.349252	0.3724589	0.4775742
cg10564498	NA	0.1694466	0.2227802	0.2973991	0.2540155	0.2919744	0.310539	0.2996248	0.2997276	0.4231769	0.2315605	0.2986098	0.3875456	0.5423959	0.3801785	0.2635911	0.3874447	0.2799415	0.313923	0.3564507	0.2690943	0.2649309	0.2730096	0.2086626	0.3086656	0.3623539	0.2600727	0.2997214	0.2875553	0.2826446	0.3314675	0.1181355	0.1787732	0.2562063	0.2668118
cg13455439	0.4742032	0.348923	0.2666809	0.3592941	0.3486991	0.3514036	0.4230432	0.3932682	0.4228575	0.4150321	0.359151	0.446025	0.3163885	0.6156832	0.4312608	0.3312059	0.2693865	0.3911399	0.4354201	0.3684318	0.3750778	0.4413393	0.4501164	0.3009145	0.4363077	0.3810827	0.3833967	0.3677131	0.3770585	0.4635754	0.4041425	0.2440251	0.3143825	0.4036312	0.4018977
cg13736514	0.39652501	0.19445841	0.25005056	0.23280745	0.16468349	0.22848176	0.26445211	0.25430516	0.24547056	0.23045969	0.28694254	0.23187998	0.20826274	0.521495	0.32357704	0.11670103	0.26176689	0.25229164	0.25815421	0.26120961	0.26051404	0.10096796	0.1894362	0.20211337	0.30987638	0.21541012	0.20209983	0.21982451	0.21988197	0.21005892	0.30377854	0.09397868	0.19643565	0.22387565	0.33730689
cg27469154	0.02496778	0.10190138	0.10062702	0.12615117	0.1527259	0.12660905	0.15301511	0.1451278	0.16021703	0.12036006	0.13282492	0.14729335	0.10303231	0.34333287	0.15588593	0.15509576	0.09405265	0.05819236	0.14548227	0.10189608	0.14434106	0.23481603	0.21410908	0.1501121	0.16278655	0.13432282	0.16013695	0.08678606	0.11358519	0.08873275	0.19374624	0.04626586	0.10167534	0.15624076	0.17404763
cg09251959	NA	0.2247858	0.2909154	0.3039898	0.2880107	0.2971217	0.3302864	0.2912281	0.2488121	0.3575851	0.2618913	0.2940917	0.2759451	0.6312262	0.3199745	0.3411898	0.3853027	0.3363243	0.3257738	0.3493583	0.2886513	0.2747536	0.2873239	0.2478751	0.2952902	0.2728711	0.2843142	0.3243257	0.3274625	0.3387088	0.2654163	0.1780265	0.2779924	0.2795676	0.3390908
cg15094236	0.3317009	0.2164428	0.2187004	0.2860639	0.2684847	0.2524566	0.2964839	0.2651177	0.2216399	0.3348629	0.2242308	0.3147993	0.2802034	0.4727187	0.3495979	0.2818375	0.3189804	0.23486	0.3144241	0.2698406	0.2900597	0.2486145	0.2754036	0.2046876	0.2723883	0.2328141	0.2858767	0.3310052	0.266247	0.34121	0.2454476	0.1769099	0.1800022	0.2781006	0.2636965
cg01031101	0.26479908	0.21605775	0.09909104	0.19511936	0.11643879	0.19969172	0.29203617	0.23358055	0.30950168	0.30108606	0.16591813	0.44776393	0.22489475	0.49182625	0.20716746	0.18602962	0.10575966	0.24555235	0.29290797	0.13363974	0.20556867	0.22052069	0.21712295	0.20220346	0.23692007	0.19785797	0.17161183	0.08746512	0.23938766	0.30279597	0.18045818	0.08523107	0.14354189	0.15432847	0.43396507
cg18665594	0.6535625	0.456923	0.4364118	0.5258605	0.5331529	0.4568981	0.5049687	0.5018513	0.4148255	0.5194548	0.5053306	0.6887144	0.5134892	0.7687107	0.5088971	0.3940962	0.3851081	0.5097542	0.5850211	0.4820076	0.4449073	0.4951743	0.5628475	0.5901519	0.5790125	0.3512381	0.562973	0.4353883	0.4180038	0.3835388	0.462982	0.2726657	0.3967655	0.4834305	0.5328779
cg16010178	0.2667724	0.2142403	0.1833381	0.2209719	0.2250417	0.21475	0.2254457	0.217906	0.1978782	0.275669	0.1920287	0.2235663	0.2233776	0.3972278	0.2332515	0.2071272	0.2497439	0.2301344	0.2455455	0.1940853	0.2187583	0.2213135	0.2460731	0.1822767	0.225411	0.1944255	0.2173405	0.23023	0.2301099	0.187589	0.2564165	0.1470486	0.1991682	0.2139475	0.215047
cg09239106	0.5964805	0.5976137	0.6453927	0.6635224	0.6277478	0.6053153	0.6131632	0.6726973	0.6359471	0.7258744	0.6147945	0.7725392	0.6386424	0.8432049	0.6322351	0.638184	0.6543725	0.7222852	0.6382599	0.7836087	0.5677804	0.6648549	0.6856808	0.586374	0.7852773	0.6487756	0.6307656	0.7562685	0.6688947	0.6475109	0.7043364	0.4168213	0.5476842	0.5705517	0.6751511
cg03678098	0.2776794	0.1456303	0.1275766	0.1562265	0.1519148	0.1437589	0.1473692	0.1501253	0.1204762	0.2142422	0.1074842	0.1796248	0.1582819	0.366067	0.1567589	0.1501001	0.1482656	0.120124	0.1402286	0.1368302	0.1418196	0.1918696	0.1888109	0.1348417	0.1548733	0.1205803	0.1748209	0.1608204	0.1495468	0.1241038	0.1949686	0.1077536	0.1262495	0.1240077	0.1288851
cg12245717	0.7659099	0.5278987	0.4802701	0.5139089	0.434901	0.4778046	0.5181859	0.5312113	0.4784198	0.5908107	0.5179426	0.5562691	0.5240884	0.7004094	0.4788314	0.5294806	0.5420868	0.5135399	0.5384254	0.6197472	0.5181508	0.5220354	0.5338011	0.4665971	0.5715782	0.52057	0.5136121	0.5669157	0.4879339	0.5240245	0.5586114	0.3124802	0.4526799	0.512072	0.5132623
cg08083251	NA	0.550192	0.5671876	0.6089936	0.5785686	0.5626172	0.6212877	0.6142566	0.6793772	0.5425908	0.6829456	0.8066506	0.5857575	0.884965	0.643832	0.3982731	0.3669139	0.5469639	0.6832923	0.6713208	0.570736	0.6063614	0.7175662	0.6189679	0.6050841	0.3029754	0.6044456	0.3545242	0.5079547	0.5253314	0.4249635	0.1371533	0.4748293	0.5792812	0.8593696
cg22130262	0.13441857	0.09854917	0.08916008	0.0924733	0.06641273	0.08017018	0.08949792	0.10033439	0.13274935	0.09541531	0.09231472	0.15995433	0.08708307	0.26872761	0.09793515	0.08680288	0.11743204	0.10196692	0.10523421	0.08548382	0.07752427	0.11595918	0.11454208	0.10807163	0.12509954	0.095662	0.10380423	0.08996119	0.09389482	0.09732285	0.10789268	0.05993589	0.06806518	0.09753958	0.12202708
cg21154793	NA	0.3046081	0.2704876	0.3140115	0.2288481	0.2387309	0.2737276	0.3033862	0.2931895	0.3367052	0.3245297	0.3386793	0.244049	0.5368381	0.2809502	0.2355874	0.1603794	0.3489796	0.3223186	0.3888828	0.291912	0.3197785	0.329034	0.2677767	0.3725396	0.2634373	0.3073731	0.2183931	0.2624136	0.2694401	0.2781388	0.1400168	0.2442368	0.3056733	0.230353
cg09669835	0.4030706	0.2747176	0.2908562	0.3321388	0.2418862	0.3415756	0.3244713	0.3486447	0.3703061	0.290923	0.3170964	0.5167197	0.3257845	0.5636549	0.3470809	0.3015763	0.1382879	0.3228211	0.3353469	0.3211734	0.3613351	0.3477157	0.3445893	0.3881336	0.3078963	0.2885297	0.3662018	0.2004162	0.3132064	0.313416	0.2966782	0.1553584	0.296531	0.3208472	0.4865492
cg27278519	0.17382395	0.09744432	0.12698344	0.12433519	0.1148982	0.15288905	0.1222166	0.13872289	0.19270287	0.15310269	0.12577945	0.23650596	0.22922325	0.33460395	0.12451719	0.1140989	0.14222469	0.13101487	0.20859408	0.17703196	0.11348598	0.14117399	0.17755492	0.17200694	0.19103776	0.14969419	0.17139054	0.16664948	0.16146897	0.12370581	0.16082934	0.07719506	0.09969063	0.11343259	0.11849092
cg15867125	0.2719102	0.2145662	0.1400326	0.2463593	0.1583055	0.2110023	0.2374177	0.1843775	0.2355767	0.2160877	0.1805589	0.2495925	0.2431838	0.4554988	0.266406	0.1689399	0.1828142	0.1042056	0.1999193	0.1192734	0.2015733	0.1677453	0.2043021	0.1680444	0.1773156	0.1315854	0.2136501	0.2199378	0.1868332	0.1990214	0.1793128	0.1701279	0.1449287	0.1777931	0.1710814
cg19515035	0.35543223	0.20719122	0.20302709	0.25288738	0.23459094	0.26286868	0.24897	0.26717067	0.24473884	0.33800547	0.1930758	0.22357645	0.25481659	0.48216832	0.19265656	0.29309333	0.33570192	0.28666209	0.25049537	0.309317	0.23802286	0.22264944	0.23824481	0.23068669	0.23640123	0.25322166	0.29667557	0.18792073	0.28377555	0.2672186	0.32238636	0.08109298	0.1491443	0.20363526	0.23567578
cg27168780	NA	0.10130304	0.13103874	0.1236078	0.12578364	0.13414122	0.1073504	0.1194541	0.12028197	0.10923678	0.15266787	0.15404984	0.14292331	0.34321395	0.14006736	0.1250373	0.0933889	0.10775577	0.12175513	0.12218075	0.13987282	0.16600269	0.15077165	0.17693777	0.13393165	0.11945512	0.15422141	0.1288238	0.13564623	0.14137992	0.14687155	0.08350636	0.11313345	0.13415035	0.14031358
cg14592072	0.2852422	0.2478223	0.1858556	0.2033282	0.179537	0.1940026	0.2408861	0.2498844	0.3041354	0.2664709	0.1979974	0.3220049	0.2112689	0.4269176	0.1801937	0.1827062	0.1862969	0.2450299	0.2431082	0.1665311	0.1936962	0.2397434	0.2696123	0.2384651	0.2621421	0.1830664	0.1863585	0.1358068	0.1912889	0.1825908	0.2026054	0.1829789	0.15449	0.1799504	0.289733
cg04631458	0.5327293	0.3282706	0.3180967	0.4162992	0.3715615	0.3734077	0.3633754	0.4105102	0.4138862	0.5000148	0.4162718	0.5304135	0.3852354	0.6232123	0.3940721	0.3711299	0.3701316	0.3636348	0.4152391	0.4844638	0.3181664	0.3963077	0.4486659	0.2656051	0.4705462	0.3836494	0.3642526	0.4387979	0.406153	0.355973	0.411538	0.1376391	0.238224	0.3149641	0.3897772
cg03321503	0.24908364	0.14175554	0.11614901	0.13397911	0.16382902	0.15275798	0.16666023	0.15594011	0.13471502	0.15605993	0.12180384	0.24107419	0.12898244	0.39857793	0.1584836	0.13681118	0.20134551	0.17447093	0.17264222	0.11341774	0.16100856	0.21275054	0.22199057	0.18214889	0.19354705	0.15438541	0.1724718	0.10767211	0.1189611	0.11669169	0.17380664	0.09539126	0.10621059	0.15804411	0.13280882
cg20066496	0.1123659	0.05689875	0.04048366	0.05767361	0.04318086	0.04940398	0.06721234	0.05674763	0.0611745	0.07222134	0.0389611	0.08974602	0.07238446	0.2024831	0.05256705	0.05632095	0.06597757	0.07666808	0.0589784	0.04382803	0.0586132	0.07755155	0.07484652	0.06028197	0.04988154	0.04889282	0.06644664	0.04246952	0.05149087	0.05961934	0.0508981	0.05015365	0.04470107	0.05280661	0.06168974
cg13526469	0.32701975	0.286517	0.294125	0.34696686	0.40614146	0.30558367	0.31013695	0.33792469	0.50655454	0.45475413	0.35970973	0.41722329	0.37943784	0.6326314	0.39084907	0.19571421	0.14255997	0.35401405	0.42344389	0.39295389	0.37330595	0.43002028	0.34090553	0.27681071	0.4543591	0.41334072	0.38620252	0.24553943	0.34464991	0.38230634	0.40919979	0.08147051	0.24031091	0.33690261	0.3813299
cg08155347	0.1860117	0.10535775	0.08337879	0.13583851	0.09369268	0.09551197	0.12313881	0.12085586	0.08844072	0.12358345	0.09077417	0.12882968	0.09926961	0.2732726	0.11893644	0.10972378	0.10578177	0.11407024	0.12283886	0.10599039	0.1274214	0.11280595	0.14372282	0.09872607	0.11832512	0.11336793	0.1405073	0.09225689	0.08169965	0.11393973	0.16250868	0.06366871	0.08206406	0.11719743	0.17246505
cg18757405	0.6358808	0.5311424	0.5896169	0.5762778	0.5300532	0.5667948	0.5584317	0.5746796	0.6388659	0.5806974	0.5875561	0.6432419	0.5910244	0.756407	0.5984547	0.5185771	0.621116	0.5262778	0.5574762	0.6354247	0.5758455	0.6418858	0.5679778	0.5613224	0.6522042	0.6471503	0.6191879	0.6527268	0.5939299	0.5968488	0.6099997	0.4256226	0.5208906	0.5952885	0.5552778
cg12352302	0.600971	0.3759011	0.3771345	0.4172345	0.3745235	0.4291843	0.402363	0.4286307	0.4382177	0.4593564	0.3776136	0.4577178	0.4014903	0.5915796	0.4091399	0.4320054	0.3926998	0.3949468	0.4290247	0.4241862	0.410431	0.4513379	0.4735464	0.3868251	0.4233562	0.3933675	0.3954787	0.462568	0.4140544	0.4007684	0.4897876	0.217205	0.3739772	0.411654	0.4453475
cg20457732	NA	0.4062447	0.2232387	0.3665959	0.2105231	0.3927591	0.433199	0.3903821	0.4676762	0.4534444	0.3399283	0.9030176	0.6286583	0.7025842	0.4287625	0.4842376	0.576647	0.3760762	0.4256631	0.4963365	0.2996936	0.4347801	0.4366208	0.4482666	0.6206147	0.5070635	0.29878	0.2557551	0.3451839	0.5071948	0.3656653	0.0606074	0.1727781	0.4677123	0.4551865
cg13473803	0.6451336	0.388476	0.3935776	0.4553321	0.3774839	0.4040326	0.3903735	0.4186688	0.3688029	0.4783257	0.5025768	0.4679522	0.4050499	0.6605934	0.4692829	0.4217429	0.4484666	0.3442971	0.4268681	0.4073771	0.4310384	0.4846276	0.5078554	0.396462	0.4667367	0.4137329	0.4331677	0.4611726	0.456561	0.4379934	0.5383053	0.2555381	0.4216005	0.4134388	0.4741121
cg13906701	0.6018453	0.311257	0.358771	0.4208336	0.316946	0.3649486	0.3699589	0.3940552	0.4312479	0.3982608	0.3613432	0.4282152	0.3237323	0.5972937	0.3993877	0.3642203	0.4079723	0.3362726	0.3771249	0.4277641	0.3393571	0.3383128	0.4215581	0.3569692	0.413737	0.4783545	0.3787092	0.46187	0.3802809	0.383661	0.4369246	0.2453745	0.3411465	0.3491185	0.4368839
cg20426959	0.3692084	0.2293074	0.2552816	0.3111374	0.2738177	0.2625831	0.2533871	0.2898457	0.2454574	0.3075516	0.2692803	0.3451297	0.2922598	0.4643682	0.2665337	0.2394404	0.2928576	0.2832006	0.3116064	0.3174235	0.2628985	0.3115074	0.3509528	0.2392771	0.3454118	0.2844286	0.2540288	0.2892795	0.2746518	0.2622362	0.3079733	0.1082875	0.2044953	0.2500902	0.2724199
cg09031776	0.5869096	0.4030807	0.4258777	0.4043875	0.4645404	0.5154259	0.4936762	0.4688397	0.5314922	0.5140318	0.4576589	0.5993676	0.6060379	0.6608822	0.456567	0.3680986	0.4837618	0.4686848	0.5178332	0.4994748	0.490859	0.4875019	0.4874106	0.41192	0.5302954	0.6233674	0.4774533	0.620188	0.4656179	0.4456565	0.5182403	0.2379257	0.384601	0.4597536	0.4352909
cg01427458	0.17534103	0.17223943	0.13400932	0.19001993	0.13278358	0.13512836	0.14393009	0.15811947	0.14596977	0.14291655	0.14614266	0.185812	0.18387645	0.39003151	0.22464982	0.13938602	0.10786717	0.12986032	0.15436265	0.16306765	0.15521733	0.17479511	0.18165118	0.12922876	0.20487275	0.17528822	0.16964056	0.14524145	0.15182902	0.14748883	0.17783292	0.09031637	0.12404447	0.19850779	0.16190303
cg18174542	0.4707185	0.2133574	0.2464043	0.3060173	0.2737442	0.2273368	0.2660309	0.2728921	0.2097643	0.3004166	0.2598462	0.2960349	0.265392	0.4412081	0.2705822	0.2722811	0.2605894	0.1969362	0.2868803	0.2598964	0.2538515	0.2632231	0.2802148	0.2297275	0.3299052	0.2620946	0.2606113	0.3287624	0.2283235	0.2327892	0.2653728	0.1287669	0.2086406	0.2417533	0.2797098
cg26039305	0.3697541	0.2613363	0.2957454	0.2700502	0.2764103	0.2596765	0.2884257	0.2784571	0.2319216	0.2521832	0.2686385	0.2902622	0.242235	0.4283859	0.2543615	0.2428691	0.4049512	0.2109114	0.3208557	0.2436722	0.2677528	0.295659	0.3126798	0.304526	0.2794275	0.2301989	0.2850229	0.2618904	0.2623055	0.2547671	0.2900195	0.1723321	0.2373414	0.2476893	0.3299553
cg06495631	0.5834461	0.5211296	0.6546215	0.653383	0.6499985	0.619468	0.5752008	0.6015027	0.6147837	0.6341139	0.6166089	0.6472835	0.6235978	0.8292734	0.651383	0.5308174	0.2922081	0.5657841	0.6999087	0.6333796	0.6374299	0.6436603	0.6327545	0.5627296	0.6134006	0.5970731	0.6024934	0.5566795	0.6792675	0.5691302	0.6778335	0.3513961	0.5597291	0.6469351	0.6109958
cg10638734	0.4665312	0.2867656	0.3071991	0.2998343	0.2637859	0.2744092	0.3043338	0.3176469	0.3018088	0.3185986	0.2737982	0.3651549	0.3096305	0.5636623	0.2991541	0.3249062	0.3308733	0.3628622	0.3448448	0.2877311	0.3372463	0.3563171	0.3431981	0.287505	0.2893999	0.2932245	0.3540435	0.2931758	0.3111832	0.2694416	0.3575121	0.2268563	0.2650449	0.2918637	0.3920289
cg26411822	0.3764227	0.2948679	0.2338182	0.3291101	0.1568437	0.2261577	0.324392	0.304655	0.4301308	0.2961028	0.2367897	0.4223598	0.3181433	0.5497031	0.2539661	0.2495465	0.1682741	0.3457849	0.3430306	0.2600155	0.2558994	0.2886445	0.243925	0.3518192	0.3621967	0.1796703	0.263457	0.1424732	0.1803398	0.2455182	0.1907758	0.1029763	0.2113752	0.2625207	0.3437289
cg00189366	0.5864654	0.458069	0.4114467	0.4825127	0.439348	0.4520612	0.4971289	0.4939251	0.4651821	0.531946	0.447497	0.507512	0.4389142	0.6691071	0.4789373	0.5325861	0.3138418	0.4548388	0.5186276	0.4463419	0.4867623	0.4530219	0.481182	0.4297333	0.4951499	0.4413324	0.4802969	0.4111698	0.4772532	0.4900289	0.4626653	0.2990758	0.4364353	0.487192	0.4979334
cg00524706	0.671567	0.4572918	0.5526107	0.5564979	0.512095	0.5303017	0.5643813	0.557288	0.5656647	0.6190541	0.5330672	0.5924043	0.536265	0.7414565	0.5291365	0.499253	0.5881157	0.5391332	0.5605509	0.5853083	0.5037018	0.527101	0.5739988	0.4731366	0.5767885	0.5411379	0.5609582	0.4888044	0.5042035	0.5169594	0.5372838	0.4141285	0.4845142	0.514181	0.5777751
cg18602114	0.25348626	0.25805133	0.22863579	0.23012892	0.20926771	0.26032128	0.18410135	0.24942015	0.29060072	0.27103431	0.21963272	0.22556646	0.23924132	0.509225	0.28904965	0.23890823	0.17382372	0.3065604	0.28392303	0.30051385	0.23921413	0.33940417	0.31318659	0.19990607	0.30709299	0.25068819	0.27999381	0.18102161	0.27541913	0.23092382	0.28743456	0.09291183	0.17963844	0.28496593	0.16380591
cg20954533	0.4903235	0.345693	0.3118168	0.4176024	0.3156699	0.3656676	0.3664579	0.3654225	0.3075852	0.3883811	0.3700943	0.4385382	0.3719531	0.540188	0.391191	0.2986183	0.3077476	0.2956758	0.3870706	0.323734	0.3137559	0.3700581	0.4077245	0.3622255	0.3775648	0.4284871	0.3627684	0.3712659	0.3912034	0.3373163	0.4018305	0.2898895	0.2559777	0.3722276	0.4064962
cg06501295	0.374107	0.2634104	0.284854	0.3869231	0.3465074	0.3953131	0.3164932	0.36776	0.3122862	0.4041603	0.3824977	0.4844104	0.3136193	0.6487553	0.3649969	0.3580048	0.5025214	0.4170011	0.3841739	0.334895	0.3269367	0.3778725	0.3763735	0.4883173	0.3366591	0.3009358	0.3526622	0.1817113	0.4034098	0.3867216	0.3886396	0.1344412	0.274532	0.4146412	0.3737614
cg05057910	0.14501791	0.07792667	0.08593462	0.08096377	0.06936937	0.06677353	0.08767515	0.08708461	0.0791239	0.12732494	0.06830199	0.13240932	0.07022602	0.25680327	0.07989454	0.07521325	0.09809259	0.1825726	0.11187352	0.1039325	0.07970443	0.09578742	0.10219368	0.07941776	0.10914522	0.085937	0.09536922	0.08017818	0.076519	0.06829061	0.07742198	0.05919694	0.05904346	0.08708357	0.07541652
cg26817546	0.40147082	0.31843085	0.49725548	0.4631894	0.38045269	0.44993643	0.28415005	0.39717584	0.4112826	0.42530633	0.46673755	0.51686433	0.3350328	0.64069687	0.42662953	0.39820926	0.26266519	0.31206148	0.41850297	0.48827393	0.4401488	0.54303507	0.53769532	0.40116732	0.55291167	0.52468909	0.45671984	0.57015045	0.51257257	0.41470557	0.52815159	0.09043151	0.34429585	0.43769523	0.28018313
cg23956260	0.2799762	0.1859588	0.2312039	0.2357274	0.221243	0.2361738	0.2270836	0.2518029	0.2419999	0.2643299	0.2183218	0.3224372	0.2377077	0.418787	0.2554042	0.2399564	0.1582003	0.2324519	0.2858894	0.2539145	0.2400018	0.2775243	0.2945276	0.265497	0.292882	0.3289227	0.2575204	0.2581152	0.2686191	0.2420241	0.243662	0.1258864	0.1935645	0.2473047	0.214769
cg04239994	0	0.06105318	0.07427493	0.06788098	0.05852257	0.06631745	0.05781135	0.06426218	0.06704881	0.05398732	0.08940728	0.06499974	0.06864583	0.22891175	0.09426716	0.06056218	0.03027264	0.0348206	0.07584816	0.05708969	0.07600303	0.08600047	0.09590004	0.0577881	0.0878047	0.0670856	0.0647209	0.04338922	0.06569222	0.06902819	0.07085818	0.03628151	0.06115181	0.07903783	0.05321013
cg19865237	0.4693067	0.4738613	0.4131178	0.6265756	0.4695637	0.4384785	0.5574387	0.515008	0.5156057	0.596856	0.4859991	0.6197666	0.4963213	0.7082807	0.4801666	0.4356034	0.4206506	0.3941639	0.5176296	0.5233576	0.515505	0.4534228	0.4367665	0.3630337	0.5449901	0.490224	0.4726732	0.4578189	0.5190925	0.4611372	0.5091312	0.2634354	0.3923123	0.5522789	0.5118199
cg05213379	NA	0.3851605	0.3649886	0.3833686	0.3720002	0.360273	0.3948709	0.4019066	0.387074	0.4399224	0.3916013	0.4877207	0.3518301	0.5658809	0.389657	0.404684	0.2505088	0.3300322	0.3887173	0.4179328	0.3671764	0.3552857	0.390531	0.3972131	0.4060745	0.3858626	0.4336346	0.4589235	0.3587665	0.3287557	0.46589	0.3002625	0.3991469	0.3760925	0.4418702
cg20068496	0.4639975	0.3917135	0.3594039	0.4412503	0.3244027	0.4421757	0.4481154	0.4518583	0.4094082	0.5325703	0.3739623	0.4537229	0.3495153	0.6179566	0.4180374	0.4100749	0.4149962	0.4210009	0.4676465	0.3795095	0.4228517	0.445568	0.3907719	0.3861561	0.3582334	0.4836764	0.4217914	0.3042882	0.4289753	0.3465544	0.5040915	0.3789296	0.3680795	0.3829884	0.4212889
cg08820025	0.4676715	0.3435467	0.3370165	0.3882619	0.3766039	0.3557269	0.3559974	0.3621579	0.3345745	0.3741575	0.3343727	0.3981635	0.3948911	0.5316629	0.3601023	0.3462634	0.2582931	0.3433161	0.3875675	0.3259142	0.3601063	0.3509356	0.3883853	0.3365319	0.3932794	0.3337495	0.3453372	0.3801023	0.3734368	0.3535687	0.3745869	0.2668563	0.3123741	0.3567087	0.3912438
